household_id,state,sector_rural_urban,household_size,food_expenditure,education_expenditure,medical_expenditure,transport_expenditure,rent,fuel_light,clothing,durable_goods,total_monthly_expenditure,mpce
2643,Tamil Nadu,Rural,4,3739,973,771,814,2722,559,738,1467,11783,2945.75
2644,Gujarat,Rural,2,3017,867,956,925,1417,313,226,331,8052,4026.0
2645,Maharashtra,Rural,4,4126,1030,1973,2177,3503,791,314,1062,14976,3744.0
2646,Rajasthan,Rural,8,4378,2687,1627,2008,696,1067,969,2238,15670,1958.75
2647,Gujarat,Rural,6,8277,1482,2109,1178,3558,1765,1023,2457,21849,3641.5
2648,Bihar,Urban,5,17967,7385,4621,5367,9914,1891,2336,5257,54738,10947.6
2649,Kerala,Rural,3,5882,1274,2355,2686,1917,1848,1188,2640,19790,6596.67
2650,West Bengal,Urban,3,9600,2712,2801,2735,6332,1991,1012,2191,29374,9791.33
2651,Uttar Pradesh,Rural,8,6051,2243,1229,1762,263,820,334,1591,14293,1786.62
2652,Gujarat,Rural,6,4204,2404,1628,1953,3552,1291,565,581,16178,2696.33
2653,Rajasthan,Urban,7,15242,5151,1531,3021,8117,2907,996,4530,41495,5927.86
2654,Delhi,Rural,5,6880,1310,1799,917,1205,1470,860,1688,16129,3225.8
2655,Delhi,Urban,6,16007,5736,4357,4019,10452,1767,1120,4806,48264,8044.0
2656,Karnataka,Urban,7,11056,6668,2269,2658,7965,2092,2401,1738,36847,5263.86
2657,Karnataka,Urban,8,10044,2960,4438,4373,4300,1531,2289,3371,33306,4163.25
2658,Uttar Pradesh,Urban,8,16262,4291,4830,3804,14585,3503,3339,7251,57865,7233.12
2659,Rajasthan,Urban,7,20521,8974,4902,6787,14309,2654,4012,2630,64789,9255.57
2660,Karnataka,Rural,7,5849,2895,2065,1428,1190,1209,931,2088,17655,2522.14
2661,Karnataka,Urban,3,12987,3315,5322,6621,16541,4391,3296,6273,58746,19582.0
2662,Delhi,Urban,4,7848,3325,2654,1893,7365,1995,1776,3318,30174,7543.5
2663,Rajasthan,Rural,7,5188,2332,2140,1628,584,770,1356,2141,16139,2305.57
2664,Uttar Pradesh,Urban,2,13690,5079,4173,3050,10049,3730,1633,4291,45695,22847.5
2665,Gujarat,Urban,8,16294,6801,3641,4978,9306,2817,1872,3597,49306,6163.25
2666,Karnataka,Rural,4,1786,961,851,544,3835,358,470,642,9447,2361.75
2667,Gujarat,Urban,8,14437,5686,2869,5471,6113,2333,2422,4959,44290,5536.25
2668,Uttar Pradesh,Rural,7,6014,3186,1458,1096,1540,955,1328,1260,16837,2405.29
2669,Maharashtra,Urban,8,11265,5897,2561,2327,3096,2109,2049,3872,33176,4147.0
2670,Delhi,Rural,5,6840,2322,2993,1849,2099,1483,1600,2720,21906,4381.2
2671,Karnataka,Urban,5,20756,8630,6004,4723,3533,1948,2967,3681,52242,10448.4
2672,West Bengal,Rural,2,3569,1998,1192,1701,3654,1128,288,900,14430,7215.0
2673,Uttar Pradesh,Rural,6,5659,827,1736,1357,3234,552,460,729,14554,2425.67
2674,Rajasthan,Urban,5,7864,4175,1191,1594,3596,1898,1473,3131,24922,4984.4
2675,Bihar,Urban,7,9455,4409,3115,3646,5612,1602,1683,2908,32430,4632.86
2676,Maharashtra,Urban,4,7134,3714,1274,3407,5922,2208,1483,930,26072,6518.0
2677,Maharashtra,Rural,6,5678,2437,1416,1458,832,1505,855,946,15127,2521.17
2678,Tamil Nadu,Rural,2,2929,1061,585,987,631,504,507,380,7584,3792.0
2679,West Bengal,Urban,2,19664,5504,5264,6021,14094,2022,1354,2913,56836,28418.0
2680,Maharashtra,Rural,7,2534,375,523,445,1173,549,478,258,6335,905.0
2681,Kerala,Rural,6,4883,1235,1006,1173,3600,1024,659,1447,15027,2504.5
2682,Maharashtra,Urban,2,10990,1602,4363,2416,8506,2003,1108,3511,34499,17249.5
2683,Bihar,Urban,8,9656,2615,2543,1931,16310,902,1452,2985,38394,4799.25
2684,Rajasthan,Rural,5,2880,399,517,442,3528,667,545,400,9378,1875.6
2685,West Bengal,Rural,5,5887,1053,1746,2865,529,1928,566,1116,15690,3138.0
2686,Karnataka,Urban,2,12192,4387,1748,3379,6389,3439,874,3190,35598,17799.0
2687,West Bengal,Rural,3,4826,2581,1403,1576,896,1384,1090,1392,15148,5049.33
2688,Kerala,Rural,7,5684,2024,1572,1960,1656,1252,1120,1941,17209,2458.43
2689,West Bengal,Rural,4,5079,1931,707,1358,1426,879,520,1550,13450,3362.5
2690,Maharashtra,Rural,3,2547,640,824,797,1625,496,556,342,7827,2609.0
2691,Bihar,Urban,7,11302,4094,1440,3747,8496,3264,1153,4925,38421,5488.71
2692,Rajasthan,Urban,4,4651,2929,1472,1026,6320,867,592,1497,19354,4838.5
2693,West Bengal,Rural,8,7037,1805,1850,2818,3527,1389,1386,1351,21163,2645.38
2694,Rajasthan,Urban,8,16881,6702,3819,5919,6350,3205,2097,2195,47168,5896.0
2695,Kerala,Rural,3,4306,2800,1816,967,1059,1434,631,1630,14643,4881.0
2696,Gujarat,Rural,5,4901,1105,923,1200,2236,662,547,1524,13098,2619.6
2697,Rajasthan,Urban,7,21839,8692,4462,2762,17796,4283,3515,1686,65035,9290.71
2698,Delhi,Rural,6,2448,646,700,622,750,336,345,724,6571,1095.17
2699,Uttar Pradesh,Urban,5,14717,4310,4738,1985,15138,1990,921,4283,48082,9616.4
2700,Uttar Pradesh,Rural,3,3932,1629,1721,1695,3681,827,359,1696,15540,5180.0
2701,Kerala,Rural,5,6709,2615,2496,1162,2888,971,953,2147,19941,3988.2
2702,Karnataka,Rural,8,7620,1531,2760,1903,3226,1072,697,606,19415,2426.88
2703,Karnataka,Urban,6,10006,4132,2218,2542,7051,1681,1061,2423,31114,5185.67
2704,Bihar,Rural,2,4908,1372,2412,1214,3575,1081,908,2751,18221,9110.5
2705,Bihar,Urban,5,9882,1353,1273,2090,4337,1112,1984,2494,24525,4905.0
2706,Gujarat,Urban,4,16825,4077,1945,2463,17015,1649,828,5862,50664,12666.0
2707,Delhi,Rural,3,2458,1284,1090,506,2792,814,510,519,9973,3324.33
2708,Uttar Pradesh,Rural,2,4971,2648,2127,1599,1370,972,1096,863,15646,7823.0
2709,Tamil Nadu,Rural,6,5423,1297,1808,1799,1767,1130,642,2059,15925,2654.17
2710,Gujarat,Rural,7,4784,1577,2546,1231,2817,1393,583,2425,17356,2479.43
2711,Karnataka,Rural,2,2782,695,404,763,3625,364,333,947,9913,4956.5
2712,West Bengal,Urban,4,7481,2468,2002,1388,6287,951,1748,1328,23653,5913.25
2713,Tamil Nadu,Rural,3,5410,2313,2396,2387,731,1706,945,1018,16906,5635.33
2714,Gujarat,Urban,7,7311,4010,1301,1993,17563,1415,1634,1933,37160,5308.57
2715,Delhi,Urban,5,8872,3333,4531,4026,7224,3343,2274,2845,36448,7289.6
2716,Delhi,Urban,2,24234,4435,2973,3927,8401,2804,1422,7028,55224,27612.0
2717,Tamil Nadu,Rural,6,4106,908,888,936,173,885,474,1164,9534,1589.0
2718,Bihar,Urban,3,17530,7435,5808,4935,9091,2076,1220,1488,49583,16527.67
2719,Karnataka,Rural,6,2677,531,378,744,888,380,217,641,6456,1076.0
2720,Tamil Nadu,Rural,8,2757,511,909,707,1023,356,635,814,7712,964.0
2721,Maharashtra,Urban,6,8664,4576,3872,1633,8353,2437,700,2986,33221,5536.83
2722,Uttar Pradesh,Rural,4,7535,3725,2766,1915,1475,1614,567,1601,21198,5299.5
2723,Rajasthan,Rural,6,2888,1563,709,1336,3019,776,428,353,11072,1845.33
2724,Tamil Nadu,Urban,2,18347,7169,4879,6116,4346,3123,3757,6105,53842,26921.0
2725,Delhi,Urban,6,6290,3339,3202,3097,3810,1879,674,978,23269,3878.17
2726,Gujarat,Rural,6,3716,1857,1284,662,3048,904,851,786,13108,2184.67
2727,Delhi,Rural,7,3390,846,1036,837,3513,559,555,656,11392,1627.43
2728,Delhi,Urban,7,12644,5403,2094,3575,8681,2136,1391,1386,37310,5330.0
2729,Rajasthan,Urban,6,16434,5227,5174,4577,10084,2291,1240,1551,46578,7763.0
2730,Maharashtra,Urban,4,15680,7477,5932,6550,16411,4823,4431,7334,68638,17159.5
2731,Karnataka,Urban,3,17758,2628,5556,5406,13939,2923,1604,3274,53088,17696.0
2732,Maharashtra,Rural,8,5030,1477,2338,1514,309,1870,944,1735,15217,1902.12
2733,Delhi,Urban,7,6569,2963,1303,1713,7568,932,1015,1241,23304,3329.14
2734,Tamil Nadu,Urban,5,9057,1503,2690,3775,5994,2474,1763,1566,28822,5764.4
2735,West Bengal,Urban,2,6364,1297,2335,2264,7067,1513,1223,999,23062,11531.0
2736,Kerala,Urban,5,10199,5267,5461,2020,7643,1695,1019,3035,36339,7267.8
2737,Rajasthan,Urban,4,23891,6118,3915,2905,6856,5251,2965,8367,60268,15067.0
2738,Tamil Nadu,Urban,3,16998,7260,4742,5927,5728,4552,4338,3128,52673,17557.67
2739,Maharashtra,Urban,4,13810,5570,3701,3830,14454,3238,1463,1541,47607,11901.75
2740,Kerala,Rural,7,5206,994,1774,1643,3048,763,392,808,14628,2089.71
2741,Bihar,Rural,3,3573,518,583,503,3970,457,580,857,11041,3680.33
2742,Delhi,Urban,5,15879,8477,4136,3511,13442,3791,2220,2919,54375,10875.0
2743,Kerala,Urban,2,10065,5547,2427,2718,7068,2958,889,1378,33050,16525.0
2744,Karnataka,Urban,2,11491,4153,3946,2532,17828,2088,2079,4220,48337,24168.5
2745,Rajasthan,Rural,7,2549,1574,1326,1248,899,568,584,680,9428,1346.86
2746,West Bengal,Urban,4,10612,4472,2849,4158,4324,2641,2697,1508,33261,8315.25
2747,Tamil Nadu,Urban,4,22204,3258,4207,7642,6202,4156,1291,3725,52685,13171.25
2748,Bihar,Rural,5,5136,2460,2059,1562,1071,871,1499,1836,16494,3298.8
2749,Kerala,Urban,6,15186,4285,3345,3454,3456,2276,1004,2483,35489,5914.83
2750,Delhi,Rural,2,7049,1751,1328,1772,3159,1112,1058,1041,18270,9135.0
2751,Delhi,Urban,8,9597,5593,3546,3990,6446,1951,1573,4291,36987,4623.38
2752,Tamil Nadu,Urban,5,16378,8884,3311,5046,7230,4562,3137,4291,52839,10567.8
2753,Maharashtra,Rural,5,3582,1727,496,1291,1302,789,470,1131,10788,2157.6
2754,Rajasthan,Rural,3,7896,2253,1668,1068,1710,1235,1423,1527,18780,6260.0
2755,Uttar Pradesh,Urban,3,13645,6750,4643,5751,11810,3786,3532,6247,56164,18721.33
2756,Uttar Pradesh,Rural,4,8857,1157,1151,1865,2220,1558,415,2359,19582,4895.5
2757,Rajasthan,Rural,5,6083,1221,893,1357,1205,1419,950,1506,14634,2926.8
2758,Rajasthan,Rural,6,2491,1539,979,1107,3582,627,604,925,11854,1975.67
2759,Uttar Pradesh,Rural,5,3790,838,1628,1643,95,1119,1023,981,11117,2223.4
2760,Karnataka,Urban,7,25302,5023,6445,6478,10937,2874,3061,2291,62411,8915.86
2761,Maharashtra,Urban,6,16184,2772,2970,2393,10108,4080,3247,7055,48809,8134.83
2762,Kerala,Rural,4,4382,2012,2323,1834,1369,1332,380,2321,15953,3988.25
2763,Uttar Pradesh,Rural,2,4600,1388,479,1542,1030,428,669,1433,11569,5784.5
2764,Delhi,Rural,4,8026,3397,2572,1795,1072,1857,1621,1190,21530,5382.5
2765,West Bengal,Rural,2,6097,3595,3247,1206,2636,1517,865,1681,20844,10422.0
2766,West Bengal,Rural,6,7505,1582,1689,2228,1368,1058,813,1904,18147,3024.5
2767,Delhi,Rural,3,7220,900,1449,1843,284,657,905,596,13854,4618.0
2768,Uttar Pradesh,Urban,5,14692,6608,6490,6180,14191,2424,2566,1599,54750,10950.0
2769,Kerala,Rural,6,6498,1941,1323,1124,3579,1070,1047,2063,18645,3107.5
2770,Karnataka,Urban,4,9706,1396,2986,2378,6689,1307,1296,3285,29043,7260.75
2771,Rajasthan,Urban,3,13937,4561,3247,7454,12971,3314,3725,6577,55786,18595.33
2772,Tamil Nadu,Rural,4,7042,1145,923,2338,3368,1138,502,1429,17885,4471.25
2773,Delhi,Urban,6,20316,5376,7464,7679,12756,2428,2482,1876,60377,10062.83
2774,Bihar,Urban,6,16036,7786,4792,4112,8447,2964,1976,6217,52330,8721.67
2775,Karnataka,Rural,7,2066,1227,539,1082,3831,590,421,385,10141,1448.71
2776,Tamil Nadu,Urban,8,20484,6640,6393,3459,6074,3090,2855,6592,55587,6948.38
2777,Delhi,Urban,4,13047,2046,4153,2990,6810,2299,2126,2315,35786,8946.5
2778,Tamil Nadu,Rural,8,4632,1369,644,1369,979,1280,437,674,11384,1423.0
2779,Karnataka,Urban,2,9133,3095,2402,1903,12907,1189,1089,2832,34550,17275.0
2780,Kerala,Rural,2,4473,2779,1204,1496,1724,1542,473,1486,15177,7588.5
2781,Maharashtra,Rural,3,4190,1818,1355,1196,3772,1063,399,1537,15330,5110.0
2782,Karnataka,Rural,4,2745,828,1105,1111,2444,826,291,678,10028,2507.0
2783,Tamil Nadu,Rural,3,6131,1555,1597,2237,1554,1159,565,1297,16095,5365.0
2784,West Bengal,Rural,6,6685,2174,1446,2980,399,1715,1226,2642,19267,3211.17
2785,Bihar,Rural,7,2797,448,566,693,3913,619,382,822,10240,1462.86
2786,Kerala,Rural,5,4271,933,1174,802,2867,1045,687,486,12265,2453.0
2787,Uttar Pradesh,Urban,7,10539,5376,3297,5725,12051,1711,908,5853,45460,6494.29
2788,Bihar,Urban,4,18151,5135,2719,2184,11944,4284,3308,2727,50452,12613.0
2789,Uttar Pradesh,Urban,6,8907,2499,1906,1118,8660,1619,600,2661,27970,4661.67
2790,Uttar Pradesh,Urban,4,11014,5955,1633,3625,16269,1568,1614,2111,43789,10947.25
2791,Rajasthan,Rural,5,6992,1281,2231,2339,3471,1419,559,1077,19369,3873.8
2792,Maharashtra,Urban,3,5367,1397,1084,1576,3457,899,1083,834,15697,5232.33
2793,Uttar Pradesh,Rural,7,2740,1204,1469,1288,2231,809,229,758,10728,1532.57
2794,Tamil Nadu,Rural,6,1847,795,876,706,3985,487,482,294,9472,1578.67
2795,Bihar,Urban,3,11531,4529,3464,3304,16002,2601,1681,5580,48692,16230.67
2796,Karnataka,Urban,6,11459,2816,3342,1920,13780,2428,684,1710,38139,6356.5
2797,Gujarat,Urban,3,12272,5789,2198,1873,12657,2655,2159,2145,41748,13916.0
2798,Rajasthan,Rural,5,8508,2045,1996,1057,3450,886,1135,2755,21832,4366.4
2799,Maharashtra,Rural,4,3044,537,1082,935,2497,664,611,1149,10519,2629.75
2800,Gujarat,Rural,2,5563,2512,1649,1644,881,1106,861,991,15207,7603.5
2801,Bihar,Rural,2,7062,2738,1711,2478,1844,1201,539,1289,18862,9431.0
2802,West Bengal,Urban,2,13777,5467,4615,5067,11728,4040,2810,2748,50252,25126.0
2803,Tamil Nadu,Rural,4,4258,1825,1880,987,3987,974,702,1813,16426,4106.5
2804,West Bengal,Rural,5,4475,2454,643,1625,2919,1120,906,927,15069,3013.8
2805,Maharashtra,Rural,8,2964,1208,1103,734,398,845,676,309,8237,1029.62
2806,Maharashtra,Rural,5,4794,1012,1043,600,1017,1030,726,674,10896,2179.2
2807,Tamil Nadu,Urban,8,14943,6210,6326,4342,11761,2502,3691,3191,52966,6620.75
2808,Gujarat,Rural,5,4532,1310,1226,1301,3844,1067,708,736,14724,2944.8
2809,Maharashtra,Rural,5,2978,1255,627,1604,1967,607,554,552,10144,2028.8
2810,Uttar Pradesh,Rural,7,3689,1330,911,1069,1215,903,384,1614,11115,1587.86
2811,Gujarat,Urban,5,15816,3186,2492,2478,7402,2699,1888,5398,41359,8271.8
2812,Karnataka,Urban,2,13490,3337,5117,4197,10470,2860,2278,5078,46827,23413.5
2813,Bihar,Rural,5,6211,803,1623,1424,1242,717,941,1156,14117,2823.4
2814,West Bengal,Rural,6,2747,1243,830,724,120,569,648,643,7524,1254.0
2815,Rajasthan,Rural,8,7645,1473,2767,1545,1877,1616,585,3139,20647,2580.88
2816,Tamil Nadu,Urban,6,6664,1771,1595,1743,8744,1604,764,3117,26002,4333.67
2817,Maharashtra,Rural,2,3068,401,1109,732,402,552,614,700,7578,3789.0
2818,Karnataka,Urban,2,18444,5667,4779,8821,10238,3676,1581,7359,60565,30282.5
2819,Karnataka,Rural,5,5400,1965,1637,1645,1043,733,700,457,13580,2716.0
2820,Rajasthan,Rural,3,3378,856,884,642,2301,1022,800,889,10772,3590.67
2821,Uttar Pradesh,Urban,7,14126,4640,4365,4798,5695,2425,1588,2487,40124,5732.0
2822,Kerala,Rural,6,2657,1063,682,821,3588,621,356,870,10658,1776.33
2823,Karnataka,Rural,4,2390,946,675,644,2604,616,232,305,8412,2103.0
2824,Maharashtra,Rural,8,7730,1851,2390,1341,1319,1052,421,1090,17194,2149.25
2825,Rajasthan,Urban,2,9265,2588,1106,2460,15942,1077,1790,2950,37178,18589.0
2826,Gujarat,Rural,4,4958,1040,825,1222,3693,1173,900,875,14686,3671.5
2827,Delhi,Rural,4,4589,935,857,770,1381,776,778,1029,11115,2778.75
2828,Delhi,Rural,7,3876,1688,1633,1025,1533,995,453,1425,12628,1804.0
2829,Rajasthan,Urban,7,11472,2623,3442,3449,16758,3130,908,4519,46301,6614.43
2830,Kerala,Urban,7,16574,7996,4596,5551,10236,4777,1378,5664,56772,8110.29
2831,Karnataka,Urban,2,10718,4175,1717,1900,8356,1732,1994,3247,33839,16919.5
2832,West Bengal,Rural,7,3489,692,1022,581,3177,648,490,1021,11120,1588.57
2833,Kerala,Rural,3,4134,1108,593,1098,2665,685,641,481,11405,3801.67
2834,Bihar,Urban,2,5418,2975,1209,2720,14239,787,1433,1917,30698,15349.0
2835,Kerala,Urban,8,6737,1923,1040,3283,15652,1535,1379,2564,34113,4264.12
2836,Tamil Nadu,Urban,7,21820,8216,3364,3393,16246,2476,2362,4995,62872,8981.71
2837,Gujarat,Urban,2,17575,5303,5350,5928,12291,2594,2413,4116,55570,27785.0
2838,Uttar Pradesh,Rural,7,3458,1431,755,1574,491,971,473,1883,11036,1576.57
2839,Bihar,Urban,3,17989,8919,6773,7246,15903,3180,2697,6670,69377,23125.67
2840,Tamil Nadu,Urban,2,8676,1164,1634,1377,7263,1079,820,853,22866,11433.0
2841,Tamil Nadu,Urban,5,14099,7170,6557,4070,17577,2835,1725,3860,57893,11578.6
2842,Rajasthan,Rural,5,6669,1825,1251,1584,105,1140,1044,2463,16081,3216.2
2843,Karnataka,Rural,6,5253,1418,1426,2034,1768,923,614,2656,16092,2682.0
2844,Tamil Nadu,Rural,7,2792,878,838,931,3814,491,349,640,10733,1533.29
2845,Maharashtra,Urban,2,12414,4135,3791,2333,4732,2986,1811,5701,37903,18951.5
2846,Gujarat,Urban,8,17314,2970,3931,5011,15880,3243,3482,5502,57333,7166.62
2847,West Bengal,Urban,8,17203,3929,5674,2453,11694,2209,1156,3327,47645,5955.62
2848,Tamil Nadu,Urban,7,7561,1172,2322,1378,14575,1055,1038,2565,31666,4523.71
2849,West Bengal,Urban,8,19375,2690,4644,2581,10023,2160,2460,3640,47573,5946.62
2850,Delhi,Rural,5,6947,2114,1525,1558,1766,1371,833,693,16807,3361.4
2851,Delhi,Rural,8,2698,811,1335,887,740,913,412,1364,9160,1145.0
2852,Delhi,Rural,8,4961,1894,695,1032,1522,1034,627,1511,13276,1659.5
2853,Gujarat,Rural,7,4762,1037,2438,1664,2670,748,670,1231,15220,2174.29
2854,Gujarat,Rural,4,5422,979,1370,705,1144,563,258,1228,11669,2917.25
2855,Rajasthan,Rural,7,5796,2051,1143,1679,2704,843,320,1501,16037,2291.0
2856,Tamil Nadu,Urban,8,13276,5856,2869,3946,13493,4062,2859,2157,48518,6064.75
2857,Uttar Pradesh,Rural,4,2238,946,532,870,2560,438,237,242,8063,2015.75
2858,Tamil Nadu,Urban,8,8328,3384,1004,2157,3204,1567,594,1870,22108,2763.5
2859,Kerala,Rural,8,4188,1437,1867,1954,2099,1120,572,1731,14968,1871.0
2860,Gujarat,Rural,3,3124,757,618,835,2392,610,344,395,9075,3025.0
2861,Rajasthan,Rural,4,3723,610,1452,1120,3381,980,399,1449,13114,3278.5
2862,Maharashtra,Rural,4,5282,936,1483,1274,265,926,895,763,11824,2956.0
2863,Delhi,Urban,6,12548,3866,3028,4971,15919,2344,731,3508,46915,7819.17
2864,Karnataka,Urban,7,14722,7852,2614,7381,12286,2385,1582,3530,52352,7478.86
2865,Tamil Nadu,Rural,2,4956,2058,1934,771,2625,792,804,923,14863,7431.5
2866,Kerala,Urban,7,8787,3645,2705,1095,7769,1629,1024,2935,29589,4227.0
2867,Bihar,Urban,3,17137,7604,6302,5450,11052,1916,3232,4868,57561,19187.0
2868,Delhi,Rural,3,2181,1241,553,439,226,535,410,421,6006,2002.0
2869,Bihar,Urban,6,15845,7264,3336,4137,11112,3781,1549,3020,50044,8340.67
2870,Delhi,Rural,5,5596,3211,1933,2187,3838,1583,1255,2859,22462,4492.4
2871,Gujarat,Rural,6,2849,375,888,381,3416,564,200,487,9160,1526.67
2872,Kerala,Rural,6,5032,1137,1570,733,2216,912,349,833,12782,2130.33
2873,Bihar,Urban,3,8960,5082,2343,3357,15664,1875,2399,4996,44676,14892.0
2874,Bihar,Urban,5,9383,2579,2200,1602,4887,1582,931,2521,25685,5137.0
2875,Bihar,Rural,5,2076,918,679,902,3505,363,149,346,8938,1787.6
2876,Uttar Pradesh,Rural,6,6604,2687,2389,1750,3718,1337,1272,1408,21165,3527.5
2877,Rajasthan,Urban,4,16154,6535,6318,5805,7852,4312,2091,6315,55382,13845.5
2878,Rajasthan,Rural,4,4294,1803,665,1307,350,1007,419,884,10729,2682.25
2879,Delhi,Rural,7,2927,366,596,789,792,292,232,489,6483,926.14
2880,Karnataka,Rural,6,5500,2289,633,1715,1521,1017,976,1276,14927,2487.83
2881,Kerala,Rural,5,3121,538,484,1493,3636,622,738,1487,12119,2423.8
2882,West Bengal,Urban,4,14506,3284,5199,4656,13188,2164,2858,4597,50452,12613.0
2883,Bihar,Urban,8,19465,2643,6393,5982,9863,1852,1701,1621,49520,6190.0
2884,West Bengal,Rural,5,3663,998,573,763,2505,400,641,681,10224,2044.8
2885,Kerala,Rural,5,3226,1447,419,833,391,825,297,992,8430,1686.0
2886,Uttar Pradesh,Urban,5,7499,2444,2974,1680,10491,1777,1856,2385,31106,6221.2
2887,Gujarat,Urban,2,14930,1828,1723,3069,8909,3554,1333,1737,37083,18541.5
2888,West Bengal,Rural,5,3187,626,524,464,3688,593,284,916,10282,2056.4
2889,Gujarat,Rural,7,6455,2244,2694,2500,2784,1860,1029,3002,22568,3224.0
2890,Delhi,Rural,6,5550,1304,1402,1650,120,1117,261,1324,12728,2121.33
2891,Maharashtra,Rural,4,2666,588,340,941,826,440,317,659,6777,1694.25
2892,Gujarat,Rural,3,7259,1279,1842,2072,3820,956,1376,1643,20247,6749.0
2893,Gujarat,Rural,7,4215,769,849,1293,3748,684,469,1795,13822,1974.57
2894,Karnataka,Rural,7,7726,2159,1674,2223,1313,963,1229,1487,18774,2682.0
2895,Rajasthan,Rural,2,4772,1993,883,883,125,592,773,614,10635,5317.5
2896,West Bengal,Urban,5,14530,5427,4457,3875,8887,1326,1513,3515,43530,8706.0
2897,Tamil Nadu,Urban,2,19593,2801,4272,3862,15093,3196,3022,2012,53851,26925.5
2898,Rajasthan,Rural,6,4126,2583,1324,996,3851,1193,1242,1532,16847,2807.83
2899,Bihar,Urban,8,17827,5405,6277,5572,11206,3529,1015,1846,52677,6584.62
2900,Bihar,Urban,4,22845,4853,7056,4227,10344,2398,2917,4308,58948,14737.0
2901,Bihar,Rural,8,5192,1855,1487,1067,667,1085,611,1445,13409,1676.12
2902,West Bengal,Urban,4,18240,4966,5358,4495,17760,4072,1761,1539,58191,14547.75
2903,Uttar Pradesh,Urban,3,13344,4941,6968,5166,11304,2926,1948,2265,48862,16287.33
2904,West Bengal,Urban,7,14094,6901,6128,2842,4296,4525,3468,4311,46565,6652.14
2905,Kerala,Rural,7,5352,3069,2452,2473,2949,821,584,1425,19125,2732.14
2906,Karnataka,Rural,6,7886,2676,751,2594,1164,1540,515,697,17823,2970.5
2907,Uttar Pradesh,Rural,3,1900,672,394,342,851,442,254,592,5447,1815.67
2908,Kerala,Rural,3,2969,1230,900,862,2136,530,334,651,9612,3204.0
2909,Tamil Nadu,Rural,6,6023,1566,632,736,3026,963,735,551,14232,2372.0
2910,West Bengal,Rural,6,4377,1626,986,1407,2425,1177,702,847,13547,2257.83
2911,West Bengal,Urban,7,17235,2987,3938,2311,13225,3461,1013,1746,45916,6559.43
2912,Maharashtra,Rural,3,5211,2709,673,1690,3953,1310,1016,1795,18357,6119.0
2913,Delhi,Rural,3,7168,1097,728,2317,3769,1458,788,2518,19843,6614.33
2914,Rajasthan,Urban,7,18920,8093,6207,7165,12435,4768,1595,3171,62354,8907.71
2915,Kerala,Rural,6,2508,901,940,583,35,309,351,1003,6630,1105.0
2916,Gujarat,Rural,7,5643,1754,1693,1597,2053,1061,855,1172,15828,2261.14
2917,Bihar,Urban,4,8642,2829,3244,4911,3834,2909,1405,3860,31634,7908.5
2918,Maharashtra,Rural,2,7192,1805,2788,2587,3274,1642,1103,2918,23309,11654.5
2919,Karnataka,Urban,7,6970,2172,1901,1445,11592,721,599,1704,27104,3872.0
2920,Maharashtra,Urban,7,8306,1543,1191,1454,8175,1838,1084,1612,25203,3600.43
2921,Tamil Nadu,Urban,5,12244,5929,2259,6101,11845,1912,3227,5476,48993,9798.6
2922,Kerala,Rural,4,3453,1002,810,981,2648,902,262,918,10976,2744.0
2923,Bihar,Urban,5,5305,1549,2000,905,16259,1544,713,1070,29345,5869.0
2924,Uttar Pradesh,Rural,3,2281,1324,691,798,2747,445,462,1073,9821,3273.67
2925,Rajasthan,Urban,3,8690,4416,4404,4797,7018,2840,1055,4863,38083,12694.33
2926,Kerala,Rural,8,5422,1509,1804,955,972,1076,900,727,13365,1670.62
2927,Maharashtra,Rural,2,3370,1042,539,775,1249,724,579,497,8775,4387.5
2928,Kerala,Rural,5,7861,1730,1063,2687,181,1527,1481,2396,18926,3785.2
2929,Bihar,Urban,4,6640,1363,2326,1835,10569,961,1031,2572,27297,6824.25
2930,Kerala,Rural,7,3687,1428,548,1120,1660,780,635,653,10511,1501.57
2931,Karnataka,Urban,4,15973,7239,2641,5028,11217,1941,1331,3858,49228,12307.0
2932,Maharashtra,Rural,8,5570,2694,1578,1613,2325,1326,1030,921,17057,2132.12
2933,Gujarat,Urban,2,7116,3703,1497,1346,8612,1919,855,1259,26307,13153.5
2934,Gujarat,Urban,4,5394,2954,1798,1092,3732,1586,1388,935,18879,4719.75
2935,Uttar Pradesh,Urban,2,22723,3092,3451,5617,16280,5554,2344,6101,65162,32581.0
2936,Kerala,Urban,5,23466,10005,3350,4546,5988,5954,1753,6953,62015,12403.0
2937,Kerala,Rural,4,3203,1516,1050,988,3305,646,857,1014,12579,3144.75
2938,Tamil Nadu,Rural,7,2763,399,833,522,1918,554,446,391,7826,1118.0
2939,Maharashtra,Urban,5,10507,2165,3855,1913,12543,2362,1790,4491,39626,7925.2
2940,Kerala,Rural,4,3050,1064,607,888,434,750,438,324,7555,1888.75
2941,West Bengal,Rural,4,1674,682,730,345,2216,534,486,195,6862,1715.5
2942,Delhi,Urban,6,8448,1899,1515,1050,9428,1178,693,1492,25703,4283.83
2943,Tamil Nadu,Rural,2,7020,1466,1065,938,2606,1423,851,736,16105,8052.5
2944,Kerala,Urban,6,6468,1877,793,2306,5836,1497,803,2372,21952,3658.67
2945,Delhi,Rural,5,6553,1214,1968,1187,1258,996,1409,2871,17456,3491.2
2946,Uttar Pradesh,Urban,5,17256,3268,3781,4589,12562,2730,1355,5246,50787,10157.4
